,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Cox7b1,2.77E-115,0.306931358,0.813,0.415,5.75E-111,M-MDSC,Cox7b
Svil,2.79E-115,0.253954393,0.909,0.547,5.81E-111,M-MDSC,Svil
Rbfox1,3.16E-115,0.352834002,0.174,0.03,6.58E-111,M-MDSC,Rbfox1
Hnrnpk,4.60E-115,0.356443259,0.928,0.535,9.57E-111,M-MDSC,Hnrnpk
Arpc5,6.32E-115,0.385409923,0.964,0.672,1.31E-110,M-MDSC,Arpc5
Lamtor4,1.68E-114,0.253914143,0.8,0.401,3.49E-110,M-MDSC,Lamtor4
Pitpna,1.84E-114,0.336381643,0.955,0.63,3.83E-110,M-MDSC,Pitpna
Rpl391,2.83E-114,0.428981611,0.985,0.672,5.88E-110,M-MDSC,Rpl39
Ptger41,3.10E-114,0.305872593,0.605,0.288,6.45E-110,M-MDSC,Ptger4
Rplp01,3.48E-114,0.425290973,0.993,0.767,7.24E-110,M-MDSC,Rplp0
Nmt2,6.85E-114,0.256851963,0.388,0.149,1.43E-109,M-MDSC,Nmt2
Morrbid,8.39E-114,0.363333556,0.906,0.598,1.74E-109,M-MDSC,Morrbid
Hnrnpu,1.18E-113,0.269262319,0.859,0.466,2.46E-109,M-MDSC,Hnrnpu
Tcof11,3.33E-113,0.331352091,0.443,0.187,6.93E-109,M-MDSC,Tcof1
Rpl13a1,6.53E-113,0.418762722,0.99,0.72,1.36E-108,M-MDSC,Rpl13a
Cd44,2.65E-112,0.333492853,0.996,0.935,5.50E-108,M-MDSC,Cd44
Apoc1,3.94E-112,0.307143907,0.136,0.016,8.19E-108,M-MDSC,Apoc1
Rac1,8.32E-112,0.372582241,0.967,0.68,1.73E-107,M-MDSC,Rac1
Cd481,9.12E-112,0.255923535,0.49,0.214,1.90E-107,M-MDSC,Cd48
Zmiz1,1.97E-111,0.274015829,0.9,0.511,4.09E-107,M-MDSC,Zmiz1
Rpl23a1,2.23E-111,0.439775133,0.98,0.634,4.63E-107,M-MDSC,Rpl23a
Zbtb11,3.21E-111,0.287015005,0.768,0.407,6.67E-107,M-MDSC,Zbtb11
Stx3,8.02E-110,0.273062449,0.452,0.195,1.67E-105,M-MDSC,Stx3
Capg,8.28E-110,0.280740919,0.877,0.449,1.72E-105,M-MDSC,Capg
Tomm20,1.58E-109,0.358540889,0.914,0.484,3.29E-105,M-MDSC,Tomm20
Rps4x1,3.47E-109,0.374844223,0.993,0.729,7.21E-105,M-MDSC,Rps4x
Bax1,3.51E-109,0.258052699,0.823,0.411,7.31E-105,M-MDSC,Bax
Snrpe1,8.24E-109,0.2714469,0.859,0.448,1.71E-104,M-MDSC,Snrpe
Tmed10,1.00E-108,0.331964708,0.908,0.49,2.08E-104,M-MDSC,Tmed10
Rpl7a1,1.16E-106,0.451035852,0.962,0.548,2.41E-102,M-MDSC,Rpl7a
Rpl351,2.64E-105,0.374421136,0.933,0.474,5.49E-101,M-MDSC,Rpl35
Calm11,2.89E-105,0.315121183,0.989,0.799,6.00E-101,M-MDSC,Calm1
Bcl2l11,5.44E-105,0.391618699,0.896,0.57,1.13E-100,M-MDSC,Bcl2l11
Atp5b1,7.82E-105,0.390330994,0.928,0.505,1.63E-100,M-MDSC,Atp5b
Eif4a1,1.52E-104,0.384572493,0.946,0.522,3.16E-100,M-MDSC,Eif4a1
Phlda1,1.97E-104,0.415495431,0.777,0.438,4.09E-100,M-MDSC,Phlda1
Naca1,3.08E-104,0.426717823,0.98,0.625,6.41E-100,M-MDSC,Naca
H2afz1,3.80E-104,0.325414836,0.986,0.692,7.90E-100,M-MDSC,H2afz
Npm11,5.50E-104,0.367961212,0.956,0.507,1.14E-99,M-MDSC,Npm1
Lrrfip1,8.42E-104,0.330535668,0.963,0.685,1.75E-99,M-MDSC,Lrrfip1
Rps81,4.50E-103,0.368055888,0.994,0.797,9.35E-99,M-MDSC,Rps8
Ifih1,8.95E-103,0.596849188,0.689,0.36,1.86E-98,M-MDSC,Ifih1
Id21,4.13E-102,0.365594308,0.853,0.484,8.59E-98,M-MDSC,Id2
Cyp511,4.31E-102,0.252803591,0.309,0.109,8.96E-98,M-MDSC,Cyp51
Sec24d,6.66E-102,0.27796052,0.396,0.165,1.39E-97,M-MDSC,Sec24d
Ppia1,2.43E-101,0.422137523,0.985,0.656,5.04E-97,M-MDSC,Ppia
Vwa8,7.92E-101,0.268336205,0.345,0.134,1.65E-96,M-MDSC,Vwa8
Clta,1.09E-100,0.422079367,0.967,0.635,2.26E-96,M-MDSC,Clta
Rpl42,3.57E-100,0.371500414,0.943,0.49,7.42E-96,M-MDSC,Rpl4
Actr2,8.69E-100,0.292962356,0.909,0.55,1.81E-95,M-MDSC,Actr2
Atp5d1,2.13E-99,0.286092599,0.869,0.449,4.44E-95,M-MDSC,Atp5d
Rpl281,7.58E-99,0.381374377,0.991,0.752,1.58E-94,M-MDSC,Rpl28
Trps1,1.13E-98,0.372852283,0.947,0.658,2.36E-94,M-MDSC,Trps1
Txlng,6.44E-98,0.250698053,0.292,0.101,1.34E-93,M-MDSC,Txlng
Eif3k1,3.85E-96,0.311542088,0.897,0.482,8.00E-92,M-MDSC,Eif3k
Ppp2ca,5.84E-96,0.329671698,0.942,0.616,1.21E-91,M-MDSC,Ppp2ca
Cox7a2l1,1.04E-95,0.303060849,0.903,0.488,2.16E-91,M-MDSC,Cox7a2l
Rps111,2.64E-95,0.313219254,0.995,0.815,5.50E-91,M-MDSC,Rps11
Rps281,3.85E-95,0.398474129,0.982,0.603,8.01E-91,M-MDSC,Rps28
Gm42418,4.63E-95,0.424524815,1,0.987,9.63E-91,M-MDSC,Gm42418
Gm166851,2.23E-94,0.425159391,0.237,0.071,4.65E-90,M-MDSC,Gm16685
Rbms3,3.94E-94,0.285978599,0.222,0.063,8.19E-90,M-MDSC,Rbms3
Macf1,6.81E-94,0.265246214,0.88,0.485,1.42E-89,M-MDSC,Macf1
Sec61b1,1.11E-93,0.344446437,0.951,0.576,2.31E-89,M-MDSC,Sec61b
Ppp1ca1,1.23E-91,0.278779136,0.894,0.502,2.56E-87,M-MDSC,Ppp1ca
Rpl36al1,9.47E-91,0.319848833,0.924,0.499,1.97E-86,M-MDSC,Rpl36al
Rpl131,2.51E-90,0.327776219,0.996,0.857,5.23E-86,M-MDSC,Rpl13
Atp5c11,2.87E-90,0.259476888,0.877,0.458,5.96E-86,M-MDSC,Atp5c1
Vamp8,3.34E-89,0.258994225,0.924,0.568,6.94E-85,M-MDSC,Vamp8
Eef21,1.91E-87,0.375016084,0.961,0.547,3.98E-83,M-MDSC,Eef2
Rpl101,4.61E-87,0.349950908,0.988,0.708,9.58E-83,M-MDSC,Rpl10
Sat1,1.07E-86,0.302160849,0.955,0.636,2.22E-82,M-MDSC,Sat1
Osbpl8,4.17E-86,0.270871,0.921,0.563,8.66E-82,M-MDSC,Osbpl8
Rbm31,5.72E-86,0.391711916,0.977,0.662,1.19E-81,M-MDSC,Rbm3
Rpl231,1.00E-85,0.300762906,0.996,0.868,2.08E-81,M-MDSC,Rpl23
Stmn1,2.92E-85,0.351609154,0.364,0.159,6.06E-81,M-MDSC,Stmn1
Rpl10a1,3.69E-85,0.363871048,0.982,0.646,7.68E-81,M-MDSC,Rpl10a
Rpl221,5.65E-85,0.348421485,0.988,0.645,1.18E-80,M-MDSC,Rpl22
Peli1,7.51E-85,0.411916083,0.843,0.504,1.56E-80,M-MDSC,Peli1
Syk,1.66E-84,0.271366153,0.97,0.813,3.44E-80,M-MDSC,Syk
Rps241,4.00E-84,0.311914612,0.995,0.797,8.33E-80,M-MDSC,Rps24
Ncl1,2.95E-83,0.250016532,0.899,0.5,6.13E-79,M-MDSC,Ncl
Itgb2,1.18E-81,0.26134225,0.891,0.508,2.45E-77,M-MDSC,Itgb2
Oaz1,7.23E-81,0.331847526,0.984,0.75,1.50E-76,M-MDSC,Oaz1
Rpl71,1.21E-80,0.317947419,0.99,0.756,2.51E-76,M-MDSC,Rpl7
Pabpc1,5.46E-80,0.324100257,0.953,0.591,1.13E-75,M-MDSC,Pabpc1
Pmepa1,9.97E-79,0.324319192,0.592,0.318,2.07E-74,M-MDSC,Pmepa1
Atp5h1,9.75E-77,0.283137242,0.925,0.528,2.03E-72,M-MDSC,Atp5h
Rrbp1,2.00E-76,0.288530524,0.92,0.528,4.17E-72,M-MDSC,Rrbp1
Vapa,1.69E-75,0.261228936,0.899,0.539,3.52E-71,M-MDSC,Vapa
Klf6,7.49E-75,0.334799024,0.959,0.723,1.56E-70,M-MDSC,Klf6
Atp5f11,2.45E-74,0.257471817,0.901,0.514,5.10E-70,M-MDSC,Atp5f1
Rps181,2.50E-74,0.292553146,0.987,0.725,5.19E-70,M-MDSC,Rps18
Ywhaz,3.18E-74,0.261564643,0.942,0.618,6.62E-70,M-MDSC,Ywhaz
Ccdc162,1.38E-73,0.288434597,0.209,0.069,2.88E-69,M-MDSC,Ccdc162
Rpl261,3.11E-73,0.310806406,0.987,0.726,6.47E-69,M-MDSC,Rpl26
Fam102b,4.11E-73,0.272168963,0.497,0.258,8.55E-69,M-MDSC,Fam102b
Rps121,4.19E-73,0.260264259,0.995,0.873,8.72E-69,M-MDSC,Rps12
Rps51,2.55E-72,0.267618461,0.989,0.765,5.31E-68,M-MDSC,Rps5
Uqcrh1,5.63E-69,0.265541341,0.928,0.539,1.17E-64,M-MDSC,Uqcrh
Rpl61,1.15E-65,0.29272202,0.984,0.654,2.39E-61,M-MDSC,Rpl6
Rps151,1.70E-65,0.278209803,0.985,0.69,3.53E-61,M-MDSC,Rps15
Rpl381,1.18E-62,0.297815951,0.971,0.602,2.46E-58,M-MDSC,Rpl38
Eef1b21,7.97E-62,0.291933036,0.974,0.607,1.66E-57,M-MDSC,Eef1b2
Chchd2,3.11E-61,0.288710411,0.963,0.679,6.47E-57,M-MDSC,Chchd2
Rpl33,1.34E-60,0.258072949,0.985,0.649,2.78E-56,M-MDSC,Rpl3
Ifrd1,1.27E-58,0.272036322,0.979,0.805,2.65E-54,M-MDSC,Ifrd1
Rpl141,1.06E-53,0.262016962,0.985,0.641,2.21E-49,M-MDSC,Rpl14
Cfl11,7.47E-53,0.253226383,0.955,0.672,1.55E-48,M-MDSC,Cfl1
Rpl291,9.89E-50,0.263769497,0.973,0.654,2.06E-45,M-MDSC,Rpl29
Cotl1,6.59E-49,0.254001192,0.979,0.757,1.37E-44,M-MDSC,Cotl1
Apoe,0,4.331280366,0.965,0.607,0,Macro,Apoe
Arg1,0,3.729780553,0.601,0.153,0,Macro,Arg1
C1qa,0,3.554574831,0.847,0.214,0,Macro,C1qa
C1qb,0,3.429316616,0.862,0.231,0,Macro,C1qb
C1qc,0,3.142398202,0.828,0.148,0,Macro,C1qc
Pf4,0,2.845295336,0.543,0.112,0,Macro,Pf4
Cacna1d,0,2.539210045,0.567,0.06,0,Macro,Cacna1d
Mmp12,0,2.469638442,0.444,0.085,0,Macro,Mmp12
F13a1,0,2.435303766,0.419,0.033,0,Macro,F13a1
Sash1,0,2.321784382,0.851,0.167,0,Macro,Sash1
Mafb,0,2.289592762,0.788,0.088,0,Macro,Mafb
Ccl2,0,2.128830623,0.623,0.118,0,Macro,Ccl2
Ctsb,0,2.064142695,0.945,0.595,0,Macro,Ctsb
Lgmn,0,2.015401677,0.891,0.377,0,Macro,Lgmn
Ccl7,0,2.011702255,0.418,0.063,0,Macro,Ccl7
Ctss1,0,1.933868049,0.972,0.66,0,Macro,Ctss
Ctsl,0,1.915502969,0.914,0.45,0,Macro,Ctsl
Apoc2,0,1.789339315,0.684,0.09,0,Macro,Apoc2
Trem2,0,1.694223367,0.714,0.24,0,Macro,Trem2
Sdc4,0,1.659825103,0.768,0.19,0,Macro,Sdc4
Man1a1,0,1.648927817,0.804,0.315,0,Macro,Man1a
Ecm1,0,1.635350149,0.678,0.107,0,Macro,Ecm1
Lgals31,0,1.531890609,0.946,0.7,0,Macro,Lgals3
Npc2,0,1.449608582,0.943,0.58,0,Macro,Npc2
Msr1,0,1.436028032,0.728,0.19,0,Macro,Msr1
Pycard,0,1.42098424,0.823,0.358,0,Macro,Pycard
Syngr1,0,1.420258076,0.502,0.054,0,Macro,Syngr1
Psap1,0,1.40001383,0.976,0.735,0,Macro,Psap
Cd861,0,1.380800837,0.877,0.388,0,Macro,Cd86
Crip11,0,1.351754585,0.854,0.386,0,Macro,Crip1
Cd38,0,1.316658049,0.614,0.064,0,Macro,Cd38
Ctsz,0,1.301879763,0.909,0.589,0,Macro,Ctsz
Grn1,0,1.298716565,0.882,0.451,0,Macro,Grn
Fcgr2b,0,1.285279511,0.858,0.339,0,Macro,Fcgr2b
Il7r1,0,1.271819065,0.556,0.121,0,Macro,Il7r
Cxcl161,0,1.265825435,0.685,0.18,0,Macro,Cxcl16
Ccl4,0,1.256241346,0.844,0.413,0,Macro,Ccl4
C3ar1,0,1.238076402,0.631,0.025,0,Macro,C3ar1
Ms4a7,0,1.205224714,0.467,0.062,0,Macro,Ms4a7
Eps8,0,1.202255021,0.762,0.27,0,Macro,Eps8
Ms4a6c,0,1.187548735,0.706,0.239,0,Macro,Ms4a6c
Ifi207,0,1.169981858,0.839,0.356,0,Macro,Ifi207
Gm14636,0,1.165446872,0.662,0.146,0,Macro,Gm14636
Rai14,0,1.163172595,0.635,0.067,0,Macro,Rai14
Eef1a12,0,1.147046111,0.991,0.873,0,Macro,Eef1a1
Lamp11,0,1.139873223,0.923,0.583,0,Macro,Lamp1
Rps4x2,0,1.110184033,0.977,0.738,0,Macro,Rps4x
Ctsh1,0,1.098875646,0.892,0.476,0,Macro,Ctsh
Psd3,0,1.089403523,0.399,0.054,0,Macro,Psd3
Aoah,0,1.080262329,0.58,0.083,0,Macro,Aoah
Lgals3bp,0,1.079954621,0.668,0.24,0,Macro,Lgals3bp
Mdfic1,0,1.072766879,0.751,0.303,0,Macro,Mdfic
Rpl310,0,1.043227769,0.963,0.661,0,Macro,Rpl3
Rps82,0,1.038568122,0.976,0.805,0,Macro,Rps8
Rps15a1,0,1.014603883,0.978,0.803,0,Macro,Rps15a
Rpl51,0,1.014585761,0.945,0.628,0,Macro,Rpl5
Rpl10a2,0,1.009117923,0.96,0.658,0,Macro,Rpl10a
Aif11,0,1.005659072,0.455,0.06,0,Macro,Aif1
Ms4a6d,0,1.003758392,0.69,0.22,0,Macro,Ms4a6d
Rps191,0,0.991258073,0.969,0.738,0,Macro,Rps19
Cd93,0,0.989427557,0.631,0.114,0,Macro,Cd93
Rpl62,0,0.97781106,0.956,0.668,0,Macro,Rpl6
Rpl151,0,0.976938331,0.969,0.738,0,Macro,Rpl15
Ifi203,0,0.97653622,0.591,0.15,0,Macro,Ifi203
Rpl322,0,0.973590076,0.977,0.741,0,Macro,Rpl32
Rpl27a1,0,0.97045379,0.98,0.844,0,Macro,Rpl27a
Rps182,0,0.968680833,0.973,0.734,0,Macro,Rps18
Zdhhc14,0,0.963062091,0.499,0.093,0,Macro,Zdhhc14
Rpl121,0,0.956440282,0.961,0.693,0,Macro,Rpl12
Rpl191,0,0.955805811,0.976,0.815,0,Macro,Rpl19
Rpl232,0,0.954304814,0.984,0.874,0,Macro,Rpl23
Fam20c,0,0.952322152,0.63,0.136,0,Macro,Fam20c
Rps52,0,0.949271714,0.979,0.771,0,Macro,Rps5
Rps231,0,0.946589326,0.955,0.72,0,Macro,Rps23
Rack12,0,0.943558565,0.957,0.661,0,Macro,Rack1
Rpl132,0,0.938816356,0.982,0.863,0,Macro,Rpl13
Gas7,0,0.938091209,0.518,0.086,0,Macro,Gas7
Emp1,0,0.937396675,0.622,0.195,0,Macro,Emp1
Rps202,0,0.93515023,0.986,0.802,0,Macro,Rps20
Arhgap10,0,0.921478794,0.54,0.093,0,Macro,Arhgap10
Myo5a,0,0.920111566,0.656,0.211,0,Macro,Myo5a
Rpl262,0,0.91718123,0.964,0.737,0,Macro,Rpl26
Gatm,0,0.917059929,0.446,0.047,0,Macro,Gatm
Rps3a11,0,0.91296514,0.978,0.846,0,Macro,Rps3a1
Rplp12,0,0.901565427,0.989,0.865,0,Macro,Rplp1
Rps242,0,0.894993768,0.975,0.806,0,Macro,Rps24
Rpsa1,0,0.884584363,0.981,0.755,0,Macro,Rpsa
Lrpap1,0,0.884352314,0.661,0.208,0,Macro,Lrpap1
Maf,0,0.882955288,0.422,0.045,0,Macro,Maf
Ifi211,0,0.881246565,0.598,0.135,0,Macro,Ifi211
Rps122,0,0.880753997,0.981,0.88,0,Macro,Rps12
Rps71,0,0.878971325,0.966,0.798,0,Macro,Rps7
Rps291,0,0.869258812,0.952,0.71,0,Macro,Rps29
Rplp02,0,0.867132222,0.972,0.777,0,Macro,Rplp0
Rps210,0,0.862596324,0.979,0.831,0,Macro,Rps2
Slamf71,0,0.862471188,0.481,0.065,0,Macro,Slamf7
Plk2,0,0.84381446,0.583,0.156,0,Macro,Plk2
Rpl111,0,0.830369261,0.965,0.765,0,Macro,Rpl11
Tpt11,0,0.823879655,0.993,0.991,0,Macro,Tpt1
Ly861,0,0.815827081,0.57,0.12,0,Macro,Ly86
Lat2,0,0.814758774,0.537,0.042,0,Macro,Lat2
Rgs101,0,0.801939073,0.711,0.22,0,Macro,Rgs10
Rps141,0,0.801261487,0.974,0.852,0,Macro,Rps14
Stab1,0,0.794396932,0.386,0.031,0,Macro,Stab1
Mmp14,0,0.763325114,0.546,0.122,0,Macro,Mmp14
Rps101,0,0.763054097,0.976,0.867,0,Macro,Rps10
Ccr5,0,0.762791828,0.47,0.073,0,Macro,Ccr5
Mir155hg1,0,0.757165777,0.51,0.093,0,Macro,Mir155hg
Fcgr1,0,0.730260701,0.497,0.114,0,Macro,Fcgr1
Cpq1,0,0.725879993,0.489,0.048,0,Macro,Cpq
Tns3,0,0.720285703,0.607,0.151,0,Macro,Tns3
Scpep11,0,0.701693076,0.625,0.185,0,Macro,Scpep1
Slc22a4,0,0.700293322,0.453,0.072,0,Macro,Slc22a4
Rasa4,0,0.686438639,0.483,0.087,0,Macro,Rasa4
Kcnk13,0,0.685220025,0.398,0.02,0,Macro,Kcnk13
Sestd11,0,0.613747595,0.465,0.062,0,Macro,Sestd1
Blnk,0,0.5789885,0.43,0.055,0,Macro,Blnk
Plekho11,0,0.569314567,0.528,0.12,0,Macro,Plekho1
Lacc1,0,0.548878973,0.451,0.067,0,Macro,Lacc1
Anpep,0,0.546309969,0.379,0.027,0,Macro,Anpep
Pdgfa,0,0.523422498,0.296,0.019,0,Macro,Pdgfa
Tspan4,0,0.51212411,0.457,0.083,0,Macro,Tspan4
Tmem37,0,0.490159397,0.324,0.01,0,Macro,Tmem37
Cmklr1,0,0.466811037,0.348,0.011,0,Macro,Cmklr1
Hpse,0,0.391530449,0.313,0.02,0,Macro,Hpse
Rgs11,8.60E-307,1.24375626,0.813,0.374,1.79E-302,Macro,Rgs1
Rpl282,1.41E-306,0.843351347,0.971,0.761,2.92E-302,Macro,Rpl28
Rpl102,5.70E-305,0.902312664,0.946,0.726,1.19E-300,Macro,Rpl10
Itga9,1.73E-302,0.615149759,0.278,0.017,3.60E-298,Macro,Itga9
Itgav,6.47E-302,1.259015127,0.795,0.367,1.35E-297,Macro,Itgav
Fnip2,1.90E-301,1.124105888,0.749,0.317,3.94E-297,Macro,Fnip2
Rps161,8.56E-299,0.744557254,0.979,0.915,1.78E-294,Macro,Rps16
Hexa1,5.61E-298,1.36613937,0.814,0.443,1.17E-293,Macro,Hexa
Specc1l1,9.34E-297,0.684294386,0.578,0.161,1.94E-292,Macro,Specc1l
Anxa31,1.73E-296,0.775937708,0.799,0.346,3.60E-292,Macro,Anxa3
Rnf1501,3.49E-296,0.634638494,0.302,0.025,7.25E-292,Macro,Rnf150
Rps31,6.44E-295,0.789761236,0.961,0.78,1.34E-290,Macro,Rps3
Prdx4,7.86E-295,0.577808463,0.496,0.116,1.63E-290,Macro,Prdx4
Mif1,1.56E-294,1.139538638,0.853,0.434,3.24E-290,Macro,Mif
Rpl211,7.60E-294,0.81595321,0.949,0.743,1.58E-289,Macro,Rpl21
Rps112,3.41E-292,0.782497456,0.969,0.826,7.10E-288,Macro,Rps11
Rpl241,5.63E-291,0.829283638,0.953,0.704,1.17E-286,Macro,Rpl24
Rpl301,8.91E-291,0.776983104,0.969,0.837,1.85E-286,Macro,Rpl30
Rpl72,3.87E-288,0.826600436,0.965,0.767,8.06E-284,Macro,Rpl7
Rpl81,1.15E-287,0.721028877,0.978,0.849,2.39E-283,Macro,Rpl8
Rpl222,2.18E-287,0.872277789,0.955,0.661,4.53E-283,Macro,Rpl22
Ifi204,2.54E-287,0.602683784,0.662,0.213,5.27E-283,Macro,Ifi204
Atp2b41,1.20E-285,0.763977066,0.397,0.067,2.50E-281,Macro,Atp2b4
Rpl341,3.41E-284,0.777406217,0.96,0.769,7.09E-280,Macro,Rpl34
Rps152,9.60E-284,0.878707219,0.959,0.703,2.00E-279,Macro,Rps15
Dab21,7.09E-280,1.152214662,0.849,0.385,1.47E-275,Macro,Dab2
Rpl171,4.95E-279,0.751598017,0.968,0.842,1.03E-274,Macro,Rpl17
Rpl142,8.84E-279,0.834884379,0.946,0.659,1.84E-274,Macro,Rpl14
Frmd4b,2.01E-278,1.004804676,0.515,0.139,4.19E-274,Macro,Frmd4b
Dennd1a1,8.13E-278,1.065599341,0.836,0.398,1.69E-273,Macro,Dennd1a
Prtn3,9.36E-278,1.566085184,0.315,0.038,1.95E-273,Macro,Prtn3
Apbb2,3.43E-277,0.671174184,0.392,0.069,7.13E-273,Macro,Apbb2
Timp2,3.81E-277,1.090207239,0.727,0.339,7.93E-273,Macro,Timp2
Fmn1,8.19E-277,0.829730741,0.617,0.208,1.70E-272,Macro,Fmn1
Spred11,5.50E-276,0.790626832,0.657,0.223,1.14E-271,Macro,Spred1
Rps282,1.55E-275,0.864061761,0.94,0.622,3.22E-271,Macro,Rps28
Hexb,1.25E-274,0.784543935,0.766,0.352,2.59E-270,Macro,Hexb
Bin11,3.99E-274,0.61046102,0.508,0.128,8.29E-270,Macro,Bin1
St18,1.08E-272,0.534564152,0.233,0.009,2.24E-268,Macro,St18
Rpl292,1.23E-271,0.819384192,0.933,0.672,2.57E-267,Macro,Rpl29
Snx5,5.58E-271,0.824784306,0.784,0.366,1.16E-266,Macro,Snx5
Rpl43,8.67E-271,0.87860778,0.903,0.509,1.80E-266,Macro,Rpl4
Pdpn,2.84E-270,1.253511905,0.571,0.18,5.91E-266,Macro,Pdpn
Lgals1,3.50E-270,1.014134243,0.932,0.592,7.27E-266,Macro,Lgals1
Kcnn4,1.67E-269,0.469738598,0.357,0.053,3.47E-265,Macro,Kcnn4
Ctsa1,1.62E-268,0.929470815,0.851,0.455,3.37E-264,Macro,Ctsa
Pid11,2.99E-266,1.236837908,0.75,0.314,6.23E-262,Macro,Pid1
Hdac91,6.41E-266,1.211139175,0.429,0.094,1.33E-261,Macro,Hdac9
Ccl91,9.23E-266,1.463672842,0.73,0.32,1.92E-261,Macro,Ccl9
Cndp21,2.68E-264,0.773605705,0.777,0.336,5.58E-260,Macro,Cndp2
Ctla2b,4.02E-264,0.402878559,0.254,0.017,8.36E-260,Macro,Ctla2b
Slc6a8,1.95E-263,0.387200684,0.256,0.018,4.05E-259,Macro,Slc6a8
Hivep21,1.74E-262,0.973096732,0.794,0.356,3.63E-258,Macro,Hivep2
Baiap2,3.60E-262,0.515177381,0.464,0.104,7.48E-258,Macro,Baiap2
Fmnl2,2.00E-261,0.734427916,0.821,0.334,4.15E-257,Macro,Fmnl2
Rpl7a2,7.05E-261,0.846569486,0.924,0.566,1.47E-256,Macro,Rpl7a
Npm12,2.78E-260,0.910177381,0.905,0.53,5.79E-256,Macro,Npm1
Blvrb,3.12E-259,0.75108068,0.655,0.243,6.49E-255,Macro,Blvrb
B4galt6,2.58E-258,0.408391585,0.371,0.059,5.36E-254,Macro,B4galt6
Mndal,8.38E-258,0.843744386,0.609,0.212,1.74E-253,Macro,Mndal
Tnfsf12,1.21E-257,0.607323247,0.511,0.15,2.51E-253,Macro,Tnfsf12
Tpi11,1.30E-256,0.985082648,0.752,0.334,2.71E-252,Macro,Tpi1
Slc29a3,2.42E-256,0.540852977,0.455,0.11,5.03E-252,Macro,Slc29a3
Bst2,4.64E-255,0.51905181,0.628,0.223,9.65E-251,Macro,Bst2
Slc7a8,6.26E-255,0.759643318,0.488,0.13,1.30E-250,Macro,Slc7a8
Rpl13a2,1.12E-252,0.759386319,0.969,0.731,2.33E-248,Macro,Rpl13a
Cd681,1.08E-251,1.043819944,0.775,0.398,2.24E-247,Macro,Cd68
Oasl1,2.21E-251,0.789713028,0.491,0.128,4.60E-247,Macro,Oasl1
Rps131,8.85E-251,0.702440391,0.96,0.833,1.84E-246,Macro,Rps13
Pgam1,1.03E-250,0.972449101,0.87,0.524,2.14E-246,Macro,Pgam1
Cyba,2.04E-249,0.851060499,0.939,0.807,4.24E-245,Macro,Cyba
Tent5c1,2.44E-248,0.45871276,0.404,0.083,5.08E-244,Macro,Tent5c
Jarid21,3.44E-248,1.178367411,0.796,0.376,7.16E-244,Macro,Jarid2
Ppib1,4.51E-248,0.799904478,0.856,0.479,9.37E-244,Macro,Ppib
Csf1r,1.08E-247,0.731896824,0.779,0.346,2.25E-243,Macro,Csf1r
Rpl91,2.48E-247,0.683440249,0.966,0.859,5.16E-243,Macro,Rpl9
Ifi2051,2.81E-247,0.565897351,0.303,0.038,5.85E-243,Macro,Ifi205
Spp1,1.36E-246,2.741068783,0.881,0.582,2.83E-242,Macro,Spp1
Hopx,2.47E-246,0.449615421,0.372,0.067,5.13E-242,Macro,Hopx
Rab7b,3.73E-246,0.562759768,0.444,0.109,7.76E-242,Macro,Rab7b
Gm49662,1.44E-245,0.564534793,0.39,0.079,3.00E-241,Macro,Gm49662
Ctsc1,1.09E-244,0.917111518,0.929,0.502,2.26E-240,Macro,Ctsc
Hspa82,4.43E-244,0.818243383,0.962,0.701,9.20E-240,Macro,Hspa8
Rpl352,1.85E-243,0.805489242,0.885,0.496,3.85E-239,Macro,Rpl35
Emp3,4.06E-243,0.864190822,0.808,0.425,8.44E-239,Macro,Emp3
Mcub,9.62E-243,0.549005877,0.546,0.17,2.00E-238,Macro,Mcub
Rps61,8.48E-242,0.782717635,0.938,0.64,1.76E-237,Macro,Rps6
P2rx4,9.11E-241,0.605830669,0.592,0.214,1.89E-236,Macro,P2rx4
Xdh,1.17E-240,0.543822178,0.697,0.253,2.44E-236,Macro,Xdh
Rapgef21,2.17E-239,0.829282376,0.775,0.352,4.51E-235,Macro,Rapgef2
Rps27a1,6.19E-238,0.676236761,0.977,0.89,1.29E-233,Macro,Rps27a
Il6,6.48E-237,1.159760933,0.468,0.134,1.35E-232,Macro,Il6
Rps211,7.74E-237,0.7246096,0.959,0.743,1.61E-232,Macro,Rps21
Glb1,2.69E-236,0.51998542,0.473,0.128,5.59E-232,Macro,Glb1
Carmil11,2.93E-236,0.504838743,0.367,0.067,6.09E-232,Macro,Carmil1
Rpl35a2,5.47E-236,0.70101436,0.977,0.797,1.14E-231,Macro,Rpl35a
Zfp704,2.39E-235,0.567768,0.384,0.08,4.96E-231,Macro,Zfp704
Rpl181,7.64E-235,0.667319398,0.955,0.786,1.59E-230,Macro,Rpl18
Il3ra,9.65E-235,0.331102242,0.311,0.045,2.01E-230,Macro,Il3ra
Hpgds,9.77E-235,0.448698023,0.31,0.046,2.03E-230,Macro,Hpgds
Abca1,1.83E-234,0.866574122,0.825,0.383,3.81E-230,Macro,Abca1
Ssr4,1.70E-233,0.813878824,0.836,0.462,3.54E-229,Macro,Ssr4
Lamc1,6.03E-233,0.564788663,0.428,0.1,1.25E-228,Macro,Lamc1
